year,kt,party,id_kt,others_name,ap_i,vote,ap_s,seats,kname,s
2011,ZH,edu,ZH2011,,ZH11A,2.200000047683716,0,,Zürich,0
1995,AG,evp,AG1995,,AG95C,3,0,,Aargau,0
1999,AG,evp,AG1999,,AG99C,3.799999952316284,1,,Aargau,1
2003,AG,evp,AG2003,,AG03B,5.229650020599365,0,,Aargau,1
2007,AG,evp,AG2007,,AG07D,4.199999809265137,0,,Aargau,0
2011,AG,evp,AG2011,,AG11C,3.200000047683716,0,,Aargau,0
1995,AI,evp,AI1995,,,0,0,,Appenzell I. Rh. ,0
1999,AI,evp,AI1999,,,0,0,,Appenzell I. Rh. ,0
2003,AI,evp,AI2003,,,0,0,,Appenzell I. Rh. ,0
2007,AI,evp,AI2007,,,0,0,,Appenzell I. Rh. ,0
2011,AI,evp,AI2011,,,0,0,,Appenzell I. Rh. ,0
1995,AR,evp,AR1995,,,0,0,,Appenzell A. Rh.,0
1999,AR,evp,AR1999,,,0,0,,Appenzell A. Rh.,0
2003,AR,evp,AR2003,,,0,0,,Appenzell A. Rh.,0
2007,AR,evp,AR2007,,,0,0,,Appenzell A. Rh.,0
2011,AR,evp,AR2011,,,0,0,,Appenzell A. Rh.,0
1995,BE,evp,BE1995,,,3.799999952316284,0,,Bern,1
1999,BE,evp,BE1999,,,4,0,,Bern,1
2003,BE,evp,BE2003,,,5.150780200958252,0,,Bern,1
2007,BE,evp,BE2007,,BE07C,5.400000095367432,0,,Bern,1
2011,BE,evp,BE2011,,BE11C,4.199999809265137,0,,Bern,1
1995,BL,evp,BL1995,,,1.700000047683716,0,,Basel-Landschaft ,0
1999,BL,evp,BL1999,,,2.400000095367432,0,,Basel-Landschaft ,0
2003,BL,evp,BL2003,,,2.665791273117065,0,,Basel-Landschaft ,0
2007,BL,evp,BL2007,,,2.799999952316284,0,,Basel-Landschaft ,0
2011,BL,evp,BL2011,,BL11B,3.299999952316284,0,,Basel-Landschaft ,0
1995,BS,evp,BS1995,,,4.099999904632568,0,,Basel-Stadt,0
1999,BS,evp,BS1999,,BS99C,3.799999952316284,0,,Basel-Stadt,0
2003,BS,evp,BS2003,,,2.863080501556397,0,,Basel-Stadt,0
2007,BS,evp,BS2007,,,3.599999904632568,0,,Basel-Stadt,0
2011,BS,evp,BS2011,,BS11B,2.5,0,,Basel-Stadt,0
1995,FR,evp,FR1995,,,0,0,,Freiburg,0
1999,FR,evp,FR1999,,,0,0,,Freiburg,0
2003,FR,evp,FR2003,,FR03B,.7129901051521301,0,,Freiburg,0
2007,FR,evp,FR2007,,FR07B,.800000011920929,0,,Freiburg,0
2011,FR,evp,FR2011,,FR11A,.699999988079071,0,,Freiburg,0
1995,GE,evp,GE1995,,,0,0,,Genf,0
1999,GE,evp,GE1999,,,0,0,,Genf,0
2003,GE,evp,GE2003,,,0,0,,Genf,0
2007,GE,evp,GE2007,,,1.200000047683716,0,,Genf,0
2011,GE,evp,GE2011,,,1,0,,Genf,0
1995,GL,evp,GL1995,,,0,0,,Glarus,0
1999,GL,evp,GL1999,,,0,0,,Glarus,0
2003,GL,evp,GL2003,,,0,0,,Glarus,0
2007,GL,evp,GL2007,,,0,0,,Glarus,0
2011,GL,evp,GL2011,,,0,0,,Glarus,0
1995,GR,evp,GR1995,,,0,0,,Graubünden,0
1999,GR,evp,GR1999,,,0,0,,Graubünden,0
2003,GR,evp,GR2003,,,0,0,,Graubünden,0
2007,GR,evp,GR2007,,,0,0,,Graubünden,0
2011,GR,evp,GR2011,,,0,0,,Graubünden,0
1995,JU,evp,JU1995,,,0,0,,Jura,0
1999,JU,evp,JU1999,,,0,0,,Jura,0
2003,JU,evp,JU2003,,,0,0,,Jura,0
2007,JU,evp,JU2007,,,0,0,,Jura,0
2011,JU,evp,JU2011,,,0,0,,Jura,0
1995,LU,evp,LU1995,,,0,0,,Luzern,0
1999,LU,evp,LU1999,,,0,0,,Luzern,0
2003,LU,evp,LU2003,,,.8080446124076843,0,,Luzern,0
2007,LU,evp,LU2007,,,.800000011920929,0,,Luzern,0
2011,LU,evp,LU2011,,LU11C,.699999988079071,0,,Luzern,0
1995,NE,evp,NE1995,,,0,0,,Neuenburg,0
1999,NE,evp,NE1999,,,0,0,,Neuenburg,0
2003,NE,evp,NE2003,,,0,0,,Neuenburg,0
2007,NE,evp,NE2007,,,1.200000047683716,0,,Neuenburg,0
2011,NE,evp,NE2011,,,0,0,,Neuenburg,0
1995,NW,evp,NW1995,,,0,0,,Nidwalden,0
1999,NW,evp,NW1999,,,0,0,,Nidwalden,0
2003,NW,evp,NW2003,,,0,0,,Nidwalden,0
2007,NW,evp,NW2007,,,0,0,,Nidwalden,0
2011,NW,evp,NW2011,,,0,0,,Nidwalden,0
1995,OW,evp,OW1995,,,0,0,,Obwalden ,0
1999,OW,evp,OW1999,,,0,0,,Obwalden ,0
2003,OW,evp,OW2003,,,0,0,,Obwalden ,0
2007,OW,evp,OW2007,,,0,0,,Obwalden ,0
2011,OW,evp,OW2011,,,0,0,,Obwalden ,0
1995,SG,evp,SG1995,,,1.700000047683716,0,,St. Gallen,0
1999,SG,evp,SG1999,,,1.299999952316284,0,,St. Gallen,0
2003,SG,evp,SG2003,,,1.503688931465149,0,,St. Gallen,0
2007,SG,evp,SG2007,,SG07C,2,0,,St. Gallen,0
2011,SG,evp,SG2011,,SG11A,1.799999952316284,0,,St. Gallen,0
1995,SH,evp,SH1995,,,0,0,,Schaffhausen,0
1999,SH,evp,SH1999,,,0,0,,Schaffhausen,0
2003,SH,evp,SH2003,,,0,0,,Schaffhausen,0
2007,SH,evp,SH2007,,,0,0,,Schaffhausen,0
2011,SH,evp,SH2011,,,0,0,,Schaffhausen,0
1995,SO,evp,SO1995,,,0,0,,Solothurn,0
1999,SO,evp,SO1999,,,0,0,,Solothurn,0
2003,SO,evp,SO2003,,,1.195924043655396,0,,Solothurn,0
2007,SO,evp,SO2007,,SO07B,1.799999952316284,0,,Solothurn,0
2011,SO,evp,SO2011,,SO11C,1.5,0,,Solothurn,0
1995,SZ,evp,SZ1995,,,0,0,,Schwyz,0
1999,SZ,evp,SZ1999,,,0,0,,Schwyz,0
2003,SZ,evp,SZ2003,,,0,0,,Schwyz,0
2007,SZ,evp,SZ2007,,,.8999999761581421,0,,Schwyz,0
2011,SZ,evp,SZ2011,,SZ11A,1.100000023841858,0,,Schwyz,0
1995,TG,evp,TG1995,,,2.700000047683716,0,,Thurgau,0
1999,TG,evp,TG1999,,TG99A,2.799999952316284,0,,Thurgau,0
2003,TG,evp,TG2003,,TG03B,2.713081121444702,0,,Thurgau,0
2007,TG,evp,TG2007,,TG07B,2.799999952316284,0,,Thurgau,0
2011,TG,evp,TG2011,,TG11B,2.900000095367432,0,,Thurgau,0
1995,TI,evp,TI1995,,,0,0,,Tessin,0
1999,TI,evp,TI1999,,,.2000000029802322,0,,Tessin,0
2003,TI,evp,TI2003,,,0,0,,Tessin,0
2007,TI,evp,TI2007,,,0,0,,Tessin,0
2011,TI,evp,TI2011,,,0,0,,Tessin,0
1995,UR,evp,UR1995,,,0,0,,Uri,0
1999,UR,evp,UR1999,,,0,0,,Uri,0
2003,UR,evp,UR2003,,,0,0,,Uri,0
2007,UR,evp,UR2007,,,0,0,,Uri,0
2011,UR,evp,UR2011,,,0,0,,Uri,0
1995,VD,evp,VD1995,,,0,0,,Waadt,0
1999,VD,evp,VD1999,,,0,0,,Waadt,0
2003,VD,evp,VD2003,,VD03C,.6587427258491516,0,,Waadt,0
2007,VD,evp,VD2007,,VD07B,1.100000023841858,0,,Waadt,0
2011,VD,evp,VD2011,,VD11C,1.100000023841858,0,,Waadt,0
1995,VS,evp,VS1995,,,0,0,,Wallis,0
1999,VS,evp,VS1999,,,0,0,,Wallis,0
2003,VS,evp,VS2003,,,0,0,,Wallis,0
2007,VS,evp,VS2007,,,0,0,,Wallis,0
2011,VS,evp,VS2011,,,0,0,,Wallis,0
1995,ZG,evp,ZG1995,,,0,0,,Zug,0
1999,ZG,evp,ZG1999,,,0,0,,Zug,0
2003,ZG,evp,ZG2003,,,0,0,,Zug,0
2007,ZG,evp,ZG2007,,,0,0,,Zug,0
2011,ZG,evp,ZG2011,,,0,0,,Zug,0
1995,ZH,evp,ZH1995,,ZH95B,3.700000047683716,0,,Zürich,1
1999,ZH,evp,ZH1999,,ZH99B,3.400000095367432,0,,Zürich,1
2003,ZH,evp,ZH2003,,ZH03B,4.108812808990479,0,,Zürich,1
2007,ZH,evp,ZH2007,,ZH07C,3.700000047683716,0,,Zürich,1
2011,ZH,evp,ZH2011,,ZH11C,3.099999904632568,0,,Zürich,1
1995,AG,fdp,AG1995,,AG95A,15.80000019073486,0,,Aargau,3
1999,AG,fdp,AG1999,,AG99A,17.20000076293945,0,,Aargau,3
2003,AG,fdp,AG2003,,AG03A,15.33029460906982,0,,Aargau,2
2007,AG,fdp,AG2007,,AG07A,13.60000038146973,0,,Aargau,2
2011,AG,fdp,AG2011,,,11.5,0,,Aargau,2
1995,AI,fdp,AI1995,,,0,0,,Appenzell I. Rh. ,0
1999,AI,fdp,AI1999,,,0,0,,Appenzell I. Rh. ,0
2003,AI,fdp,AI2003,,,0,0,,Appenzell I. Rh. ,0
2007,AI,fdp,AI2007,,,0,0,,Appenzell I. Rh. ,0
2011,AI,fdp,AI2011,,,0,0,,Appenzell I. Rh. ,0
1995,AR,fdp,AR1995,,,36.40000152587891,0,,Appenzell A. Rh.,1
1999,AR,fdp,AR1999,,,32.79999923706055,0,,Appenzell A. Rh.,1
2003,AR,fdp,AR2003,,,41.0607795715332,0,,Appenzell A. Rh.,1
2007,AR,fdp,AR2007,,,67.69999694824219,0,,Appenzell A. Rh.,1
2011,AR,fdp,AR2011,,,51.5,0,,Appenzell A. Rh.,1
1995,BE,fdp,BE1995,,BE95A,15.60000038146973,-1,,Bern,4
1999,BE,fdp,BE1999,,BE99A,17.20000076293945,0,,Bern,5
2003,BE,fdp,BE2003,,BE03A,14.79633522033691,0,,Bern,4
2007,BE,fdp,BE2007,,BE07A,15.10000038146973,0,,Bern,4
2011,BE,fdp,BE2011,,,8.699999809265137,0,,Bern,2
1995,BL,fdp,BL1995,,Spezialfall BL 1995,19.39999997615814,0,,Basel-Landschaft ,1
1999,BL,fdp,BL1999,,BL99A,22.10000038146973,0,,Basel-Landschaft ,2
2003,BL,fdp,BL2003,,BL03A,19.88559341430664,0,,Basel-Landschaft ,1
2007,BL,fdp,BL2007,,BL07A,17,0,,Basel-Landschaft ,1
2011,BL,fdp,BL2011,,,11.5,0,,Basel-Landschaft ,1
1995,BS,fdp,BS1995,,BS95A,12.19999980926514,0,,Basel-Stadt,1
1999,BS,fdp,BS1999,,BS99A,12.10000038146973,0,,Basel-Stadt,1
2003,BS,fdp,BS2003,,BS03A,9.911827087402344,1,,Basel-Stadt,1
2007,BS,fdp,BS2007,,BS07A,11.30000019073486,1,,Basel-Stadt,1
2011,BS,fdp,BS2011,,BS11A,12.30000019073486,0,,Basel-Stadt,1
1995,FR,fdp,FR1995,,FR95A,15.89999961853027,0,,Freiburg,1
1999,FR,fdp,FR1999,,FR99A,14.80000019073486,0,,Freiburg,1
2003,FR,fdp,FR2003,,FR03A,12.76365852355957,0,,Freiburg,1
2007,FR,fdp,FR2007,,FR07A,13.80000019073486,0,,Freiburg,1
2011,FR,fdp,FR2011,,,12.80000019073486,0,,Freiburg,1
1995,GE,fdp,GE1995,,GE95A,13.5,0,,Genf,2
1999,GE,fdp,GE1999,,GE99A,12.69999980926514,1,,Genf,2
2003,GE,fdp,GE2003,,GE03A,7.287181377410889,0,,Genf,1
2007,GE,fdp,GE2007,,GE07A,7.699999809265137,0,,Genf,1
2011,GE,fdp,GE2011,,GE11B,18.60000038146973,0,,Genf,2
1995,GL,fdp,GL1995,,,0,0,,Glarus,0
1999,GL,fdp,GL1999,,,0,0,,Glarus,0
2003,GL,fdp,GL2003,,,0,0,,Glarus,0
2007,GL,fdp,GL2007,,,0,0,,Glarus,0
2011,GL,fdp,GL2011,,,0,0,,Glarus,0
1995,GR,fdp,GR1995,,,16.5,0,,Graubünden,1
1999,GR,fdp,GR1999,,GR99A,15.10000038146973,0,,Graubünden,1
2003,GR,fdp,GR2003,,,15.7850980758667,0,,Graubünden,1
2007,GR,fdp,GR2007,,,19.10000038146973,0,,Graubünden,1
2011,GR,fdp,GR2011,,,11.89999961853027,0,,Graubünden,0
1995,JU,fdp,JU1995,,,29.5,0,,Jura,0
1999,JU,fdp,JU1999,,JU99A,19.5,0,,Jura,0
2003,JU,fdp,JU2003,,,16.28918266296387,0,,Jura,0
2007,JU,fdp,JU2007,,JU07A,13.39999961853027,0,,Jura,0
2011,JU,fdp,JU2011,,,9.5,0,,Jura,0
1995,LU,fdp,LU1995,,,25.5,0,,Luzern,3
1999,LU,fdp,LU1999,,,22.60000038146973,0,,Luzern,2
2003,LU,fdp,LU2003,,,23.07981109619141,-1,,Luzern,2
2007,LU,fdp,LU2007,,,19.5,0,,Luzern,2
2011,LU,fdp,LU2011,,,18.39999961853027,0,,Luzern,2
1995,NE,fdp,NE1995,,NE95A,25.70000076293945,0,,Neuenburg,2
1999,NE,fdp,NE1999,,NE99A,20.5,0,,Neuenburg,1
2003,NE,fdp,NE2003,,NE03A,14.80814456939697,0,,Neuenburg,1
2007,NE,fdp,NE2007,,NE07A,12.69999980926514,0,,Neuenburg,1
2011,NE,fdp,NE2011,,NE11A,26.89999961853027,0,,Neuenburg,2
1995,NW,fdp,NW1995,,,48.09999847412109,0,,Nidwalden,1
1999,NW,fdp,NW1999,,,90.40000152587891,0,,Nidwalden,1
2003,NW,fdp,NW2003,,,88.51980590820313,0,,Nidwalden,1
2007,NW,fdp,NW2007,,,0,0,,Nidwalden,1
2011,NW,fdp,NW2011,,,35.20000076293945,0,,Nidwalden,0
1995,OW,fdp,OW1995,,,0,0,,Obwalden ,0
1999,OW,fdp,OW1999,,,0,0,,Obwalden ,0
2003,OW,fdp,OW2003,,,0,0,,Obwalden ,0
2007,OW,fdp,OW2007,,,0,0,,Obwalden ,0
2011,OW,fdp,OW2011,,,0,0,,Obwalden ,0
1995,SG,fdp,SG1995,,SG95A,17,-1,,St. Gallen,2
1999,SG,fdp,SG1999,,SG99A,16.89999961853027,0,,St. Gallen,2
2003,SG,fdp,SG2003,,,14.66046905517578,0,,St. Gallen,2
2007,SG,fdp,SG2007,,,13.60000038146973,-1,,St. Gallen,1
2011,SG,fdp,SG2011,,,12.30000019073486,0,,St. Gallen,1
1995,SH,fdp,SH1995,,SH95A,31.89999961853027,0,,Schaffhausen,1
1999,SH,fdp,SH1999,,SH99A,40.40000152587891,0,,Schaffhausen,1
2003,SH,fdp,SH2003,,SH03A,29.13632011413574,0,,Schaffhausen,1
2007,SH,fdp,SH2007,,,26.70000076293945,0,,Schaffhausen,0
2011,SH,fdp,SH2011,,SH11B,12.30000019073486,0,,Schaffhausen,0
1995,SO,fdp,SO1995,,,25.39999961853027,0,,Solothurn,2
1999,SO,fdp,SO1999,,,25.39999961853027,0,,Solothurn,2
2003,SO,fdp,SO2003,,,23.96701431274414,0,,Solothurn,2
2007,SO,fdp,SO2007,,,21,-1,,Solothurn,1
2011,SO,fdp,SO2011,,SO11B,18.39999961853027,-1,,Solothurn,1
1995,SZ,fdp,SZ1995,,,24,0,,Schwyz,1
1999,SZ,fdp,SZ1999,,,19.10000038146973,0,,Schwyz,1
2003,SZ,fdp,SZ2003,,,15.3510160446167,0,,Schwyz,0
2007,SZ,fdp,SZ2007,,,16.79999923706055,-1,,Schwyz,0
2011,SZ,fdp,SZ2011,,SZ11C,15.5,1,,Schwyz,1
1995,TG,fdp,TG1995,,TG95A,15.30000019073486,0,,Thurgau,1
1999,TG,fdp,TG1999,,TG99A,14.69999980926514,0,,Thurgau,1
2003,TG,fdp,TG2003,,TG03A,11.88747024536133,0,,Thurgau,1
2007,TG,fdp,TG2007,,TG07A,12.10000038146973,0,,Thurgau,1
2011,TG,fdp,TG2011,,,11.19999980926514,0,,Thurgau,0
1995,TI,fdp,TI1995,,,30.5,0,,Tessin,3
1999,TI,fdp,TI1999,,,27.70000076293945,0,,Tessin,2
2003,TI,fdp,TI2003,,,29.79264259338379,0,,Tessin,3
2007,TI,fdp,TI2007,,,28.10000038146973,0,,Tessin,3
2011,TI,fdp,TI2011,,,24.79999923706055,0,,Tessin,2
1995,UR,fdp,UR1995,,,86,0,,Uri,1
1999,UR,fdp,UR1999,,,81.69999694824219,0,,Uri,1
2003,UR,fdp,UR2003,,,36.63586044311523,0,,Uri,1
2007,UR,fdp,UR2007,,,87.30000305175781,0,,Uri,1
2011,UR,fdp,UR2011,,,74.30000305175781,0,,Uri,1
1995,VD,fdp,VD1995,,VD95A,23.5,0,,Waadt,5
1999,VD,fdp,VD1999,,VD99A,25,0,,Waadt,5
2003,VD,fdp,VD2003,,VD03A,18.50971603393555,0,,Waadt,4
2007,VD,fdp,VD2007,,VD07A,14.60000038146973,0,,Waadt,3
2011,VD,fdp,VD2011,,VD11B,16.29999923706055,0,,Waadt,3
1995,VS,fdp,VS1995,,VS95A,24.20000076293945,0,,Wallis,2
1999,VS,fdp,VS1999,,,18.79999923706055,-1,,Wallis,1
2003,VS,fdp,VS2003,,,17.1068115234375,0,,Wallis,1
2007,VS,fdp,VS2007,,VS07A,16,0,,Wallis,1
2011,VS,fdp,VS2011,,,18.79999923706055,0,,Wallis,1
1995,ZG,fdp,ZG1995,,,22.5,0,,Zug,1
1999,ZG,fdp,ZG1999,,,25.70000076293945,0,,Zug,1
2003,ZG,fdp,ZG2003,,,22.36214828491211,-1,,Zug,0
2007,ZG,fdp,ZG2007,,,21.5,-1,,Zug,0
2011,ZG,fdp,ZG2011,,ZG11B,19.20000076293945,0,,Zug,1
1995,ZH,fdp,ZH1995,,,18.10000038146973,-1,,Zürich,6
1999,ZH,fdp,ZH1999,,ZH99A,17.79999923706055,-1,,Zürich,6
2003,ZH,fdp,ZH2003,,ZH03A,16.24637031555176,-1,,Zürich,5
2007,ZH,fdp,ZH2007,,ZH07A,13.19999980926514,-1,,Zürich,4
2011,ZH,fdp,ZH2011,,,11.60000038146973,0,,Zürich,4
1995,AG,fga,AG1995,,,1,0,,Aargau,0
1999,AG,fga,AG1999,,,0,0,,Aargau,0
2003,AG,fga,AG2003,,AG03C,.8465082049369812,0,,Aargau,0
2007,AG,fga,AG2007,,,0,0,,Aargau,0
1995,AI,fga,AI1995,,,0,0,,Appenzell I. Rh. ,0
1999,AI,fga,AI1999,,,0,0,,Appenzell I. Rh. ,0
2003,AI,fga,AI2003,,,0,0,,Appenzell I. Rh. ,0
2007,AI,fga,AI2007,,,0,0,,Appenzell I. Rh. ,0
1995,AR,fga,AR1995,,,0,0,,Appenzell A. Rh.,0
1999,AR,fga,AR1999,,,0,0,,Appenzell A. Rh.,0
2003,AR,fga,AR2003,,,0,0,,Appenzell A. Rh.,0
2007,AR,fga,AR2007,,,0,0,,Appenzell A. Rh.,0
1995,BE,fga,BE1995,,BE95C,2.5,1,,Bern,1
1999,BE,fga,BE1999,,,0,0,,Bern,1
2003,BE,fga,BE2003,,,0,0,,Bern,0
2007,BE,fga,BE2007,,,0,0,,Bern,0
1995,BL,fga,BL1995,,,0,0,,Basel-Landschaft ,0
1999,BL,fga,BL1999,,,0,0,,Basel-Landschaft ,0
2003,BL,fga,BL2003,,,0,0,,Basel-Landschaft ,0
2007,BL,fga,BL2007,,,0,0,,Basel-Landschaft ,0
1995,BS,fga,BS1995,,BS95B,6,0,,Basel-Stadt,0
1999,BS,fga,BS1999,,,0,0,,Basel-Stadt,0
2003,BS,fga,BS2003,,,0,0,,Basel-Stadt,0
2007,BS,fga,BS2007,,,0,0,,Basel-Stadt,0
1995,FR,fga,FR1995,,,0,0,,Freiburg,0
1999,FR,fga,FR1999,,,0,0,,Freiburg,0
2003,FR,fga,FR2003,,,0,0,,Freiburg,0
2007,FR,fga,FR2007,,,0,0,,Freiburg,0
1995,GE,fga,GE1995,,,0,0,,Genf,0
1999,GE,fga,GE1999,,,0,0,,Genf,0
2003,GE,fga,GE2003,,,0,0,,Genf,0
2007,GE,fga,GE2007,,,0,0,,Genf,0
1995,GL,fga,GL1995,,,0,0,,Glarus,0
1999,GL,fga,GL1999,,,0,0,,Glarus,0
2003,GL,fga,GL2003,,,0,0,,Glarus,0
2007,GL,fga,GL2007,,,0,0,,Glarus,0
1995,GR,fga,GR1995,,GR95B,1.899999976158142,0,,Graubünden,0
1999,GR,fga,GR1999,,,0,0,,Graubünden,0
2003,GR,fga,GR2003,,,0,0,,Graubünden,0
2007,GR,fga,GR2007,,,0,0,,Graubünden,0
1995,JU,fga,JU1995,,,0,0,,Jura,0
1999,JU,fga,JU1999,,,0,0,,Jura,0
2003,JU,fga,JU2003,,,0,0,,Jura,0
2007,JU,fga,JU2007,,,0,0,,Jura,0
1995,LU,fga,LU1995,,LU95A,.800000011920929,0,,Luzern,0
1999,LU,fga,LU1999,,,0,0,,Luzern,0
2003,LU,fga,LU2003,,,0,0,,Luzern,0
2007,LU,fga,LU2007,,,0,0,,Luzern,0
1995,NE,fga,NE1995,,,0,0,,Neuenburg,0
1999,NE,fga,NE1999,,,0,0,,Neuenburg,0
2003,NE,fga,NE2003,,,0,0,,Neuenburg,0
2007,NE,fga,NE2007,,,0,0,,Neuenburg,0
1995,NW,fga,NW1995,,,0,0,,Nidwalden,0
1999,NW,fga,NW1999,,,0,0,,Nidwalden,0
2003,NW,fga,NW2003,,,0,0,,Nidwalden,0
2007,NW,fga,NW2007,,,0,0,,Nidwalden,0
1995,OW,fga,OW1995,,,0,0,,Obwalden ,0
1999,OW,fga,OW1999,,,0,0,,Obwalden ,0
2003,OW,fga,OW2003,,,0,0,,Obwalden ,0
2007,OW,fga,OW2007,,,0,0,,Obwalden ,0
1995,SG,fga,SG1995,,,0,0,,St. Gallen,0
1999,SG,fga,SG1999,,,0,0,,St. Gallen,0
2003,SG,fga,SG2003,,,0,0,,St. Gallen,0
2007,SG,fga,SG2007,,,0,0,,St. Gallen,0
1995,SH,fga,SH1995,,,0,0,,Schaffhausen,0
1999,SH,fga,SH1999,,,0,0,,Schaffhausen,0
2003,SH,fga,SH2003,,,0,0,,Schaffhausen,0
2007,SH,fga,SH2007,,,0,0,,Schaffhausen,0
1995,SO,fga,SO1995,,,0,0,,Solothurn,0
1999,SO,fga,SO1999,,,0,0,,Solothurn,0
2003,SO,fga,SO2003,,,0,0,,Solothurn,0
2007,SO,fga,SO2007,,,0,0,,Solothurn,0
1995,SZ,fga,SZ1995,,,0,0,,Schwyz,0
1999,SZ,fga,SZ1999,,,0,0,,Schwyz,0
2003,SZ,fga,SZ2003,,,0,0,,Schwyz,0
2007,SZ,fga,SZ2007,,,0,0,,Schwyz,0
1995,TG,fga,TG1995,,,0,0,,Thurgau,0
1999,TG,fga,TG1999,,,0,0,,Thurgau,0
2003,TG,fga,TG2003,,,0,0,,Thurgau,0
2007,TG,fga,TG2007,,,0,0,,Thurgau,0
1995,TI,fga,TI1995,,,0,0,,Tessin,0
1999,TI,fga,TI1999,,,0,0,,Tessin,0
2003,TI,fga,TI2003,,,0,0,,Tessin,0
2007,TI,fga,TI2007,,,0,0,,Tessin,0
1995,UR,fga,UR1995,,,0,0,,Uri,0
1999,UR,fga,UR1999,,,0,0,,Uri,0
2003,UR,fga,UR2003,,,0,0,,Uri,0
2007,UR,fga,UR2007,,,0,0,,Uri,0
1995,VD,fga,VD1995,,VD95B,2.599999904632568,0,,Waadt,0
1999,VD,fga,VD1999,,,0,0,,Waadt,0
2003,VD,fga,VD2003,,,0,0,,Waadt,0
2007,VD,fga,VD2007,,,0,0,,Waadt,0
1995,VS,fga,VS1995,,,0,0,,Wallis,0
1999,VS,fga,VS1999,,,0,0,,Wallis,0
2003,VS,fga,VS2003,,,0,0,,Wallis,0
2007,VS,fga,VS2007,,,0,0,,Wallis,0
1995,ZG,fga,ZG1995,,ZG95A,10.39999961853027,0,,Zug,0
1999,ZG,fga,ZG1999,,,0,0,,Zug,0
2003,ZG,fga,ZG2003,,ZG03C,13.59863948822022,1,,Zug,1
2007,ZG,fga,ZG2007,,,0,0,,Zug,0
1995,ZH,fga,ZH1995,,ZH95C,2.699999928474426,0,,Zürich,1
1999,ZH,fga,ZH1999,,ZH99C,1.699999988079071,0,,Zürich,0
2003,ZH,fga,ZH2003,,ZH03C,1.435997486114502,0,,Zürich,0
2007,ZH,fga,ZH2007,,ZH07B,1.100000023841858,0,,Zürich,0
1995,AG,fps,AG1995,,AG95D,11.30000019073486,0,,Aargau,2
1999,AG,fps,AG1999,,AG99D,1.399999976158142,0,,Aargau,0
2003,AG,fps,AG2003,,AG03D,.2271331697702408,0,,Aargau,0
2007,AG,fps,AG2007,,,0,0,,Aargau,0
1995,AI,fps,AI1995,,,0,0,,Appenzell I. Rh. ,0
1999,AI,fps,AI1999,,,0,0,,Appenzell I. Rh. ,0
2003,AI,fps,AI2003,,,0,0,,Appenzell I. Rh. ,0
2007,AI,fps,AI2007,,,0,0,,Appenzell I. Rh. ,0
1995,AR,fps,AR1995,,,8.899999618530273,0,,Appenzell A. Rh.,0
1999,AR,fps,AR1999,,,0,0,,Appenzell A. Rh.,0
2003,AR,fps,AR2003,,,0,0,,Appenzell A. Rh.,0
2007,AR,fps,AR2007,,,0,0,,Appenzell A. Rh.,0
1995,BE,fps,BE1995,,,5.900000095367432,0,,Bern,1
1999,BE,fps,BE1999,,BE99E,2.700000047683716,0,,Bern,0
2003,BE,fps,BE2003,,BE03E,1.050748825073242,0,,Bern,0
2007,BE,fps,BE2007,,BE07E,.6000000238418579,0,,Bern,0
1995,BL,fps,BL1995,,BL95D,1.299999952316284,0,,Basel-Landschaft ,0
1999,BL,fps,BL1999,,BL99C,.300000011920929,0,,Basel-Landschaft ,0
2003,BL,fps,BL2003,,BL03C,.2028239071369171,0,,Basel-Landschaft ,0
2007,BL,fps,BL2007,,,0,0,,Basel-Landschaft ,0
1995,BS,fps,BS1995,,BS95C,2.5,0,,Basel-Stadt,0
1999,BS,fps,BS1999,,,0,0,,Basel-Stadt,0
2003,BS,fps,BS2003,,,0,0,,Basel-Stadt,0
2007,BS,fps,BS2007,,,0,0,,Basel-Stadt,0
1995,FR,fps,FR1995,,,0,0,,Freiburg,0
1999,FR,fps,FR1999,,,0,0,,Freiburg,0
2003,FR,fps,FR2003,,,0,0,,Freiburg,0
2007,FR,fps,FR2007,,,0,0,,Freiburg,0
1995,GE,fps,GE1995,,,0,0,,Genf,0
1999,GE,fps,GE1999,,,0,0,,Genf,0
2003,GE,fps,GE2003,,,0,0,,Genf,0
2007,GE,fps,GE2007,,,0,0,,Genf,0
1995,GL,fps,GL1995,,,0,0,,Glarus,0
1999,GL,fps,GL1999,,,0,0,,Glarus,0
2003,GL,fps,GL2003,,,0,0,,Glarus,0
2007,GL,fps,GL2007,,,0,0,,Glarus,0
1995,GR,fps,GR1995,,,0,0,,Graubünden,0
1999,GR,fps,GR1999,,,0,0,,Graubünden,0
2003,GR,fps,GR2003,,,0,0,,Graubünden,0
2007,GR,fps,GR2007,,,0,0,,Graubünden,0
1995,JU,fps,JU1995,,,0,0,,Jura,0
1999,JU,fps,JU1999,,,0,0,,Jura,0
2003,JU,fps,JU2003,,,0,0,,Jura,0
2007,JU,fps,JU2007,,,0,0,,Jura,0
1995,LU,fps,LU1995,,,0,0,,Luzern,0
1999,LU,fps,LU1999,,LU99D,.300000011920929,0,,Luzern,0
2003,LU,fps,LU2003,,,0,0,,Luzern,0
2007,LU,fps,LU2007,,,0,0,,Luzern,0
1995,NE,fps,NE1995,,,0,0,,Neuenburg,0
1999,NE,fps,NE1999,,,0,0,,Neuenburg,0
2003,NE,fps,NE2003,,,0,0,,Neuenburg,0
