year,kt,party,id_kt,others_name,ap_i,vote,ap_s,seats,kname,s
2007,NE,fps,NE2007,,,0,0,,Neuenburg,0
1995,NW,fps,NW1995,,,0,0,,Nidwalden,0
1999,NW,fps,NW1999,,,0,0,,Nidwalden,0
2003,NW,fps,NW2003,,,0,0,,Nidwalden,0
2007,NW,fps,NW2007,,,0,0,,Nidwalden,0
1995,OW,fps,OW1995,,,3.799999952316284,0,,Obwalden ,0
1999,OW,fps,OW1999,,,0,0,,Obwalden ,0
2003,OW,fps,OW2003,,,0,0,,Obwalden ,0
2007,OW,fps,OW2007,,,0,0,,Obwalden ,0
1995,SG,fps,SG1995,,SG95D,10.19999980926514,0,,St. Gallen,1
1999,SG,fps,SG1999,,SG99D,1,0,,St. Gallen,0
2003,SG,fps,SG2003,,,0,0,,St. Gallen,0
2007,SG,fps,SG2007,,,0,0,,St. Gallen,0
1995,SH,fps,SH1995,,SH95A,8.600000381469727,0,,Schaffhausen,0
1999,SH,fps,SH1999,,,0,0,,Schaffhausen,0
2003,SH,fps,SH2003,,,0,0,,Schaffhausen,0
2007,SH,fps,SH2007,,,0,0,,Schaffhausen,0
1995,SO,fps,SO1995,,SO95B,10.60000038146973,0,,Solothurn,1
1999,SO,fps,SO1999,,SO99E,1.299999952316284,0,,Solothurn,0
2003,SO,fps,SO2003,,,0,0,,Solothurn,0
2007,SO,fps,SO2007,,,0,0,,Solothurn,0
1995,SZ,fps,SZ1995,,SZ95A,2.799999952316284,0,,Schwyz,0
1999,SZ,fps,SZ1999,,,0,0,,Schwyz,0
2003,SZ,fps,SZ2003,,,0,0,,Schwyz,0
2007,SZ,fps,SZ2007,,,0,0,,Schwyz,0
1995,TG,fps,TG1995,,TG95C,8,1,,Thurgau,1
1999,TG,fps,TG1999,,TG99C,2.700000047683716,0,,Thurgau,0
2003,TG,fps,TG2003,,TG03D,.3105926811695099,0,,Thurgau,0
2007,TG,fps,TG2007,,,0,0,,Thurgau,0
1995,TI,fps,TI1995,,,0,0,,Tessin,0
1999,TI,fps,TI1999,,,0,0,,Tessin,0
2003,TI,fps,TI2003,,,0,0,,Tessin,0
2007,TI,fps,TI2007,,,0,0,,Tessin,0
1995,UR,fps,UR1995,,,0,0,,Uri,0
1999,UR,fps,UR1999,,,0,0,,Uri,0
2003,UR,fps,UR2003,,,0,0,,Uri,0
2007,UR,fps,UR2007,,,0,0,,Uri,0
1995,VD,fps,VD1995,,,0,0,,Waadt,0
1999,VD,fps,VD1999,,,0,0,,Waadt,0
2003,VD,fps,VD2003,,,0,0,,Waadt,0
2007,VD,fps,VD2007,,,0,0,,Waadt,0
1995,VS,fps,VS1995,,,0,0,,Wallis,0
1999,VS,fps,VS1999,,,0,0,,Wallis,0
2003,VS,fps,VS2003,,,0,0,,Wallis,0
2007,VS,fps,VS2007,,,0,0,,Wallis,0
1995,ZG,fps,ZG1995,,,0,0,,Zug,0
1999,ZG,fps,ZG1999,,,0,0,,Zug,0
2003,ZG,fps,ZG2003,,,0,0,,Zug,0
2007,ZG,fps,ZG2007,,,0,0,,Zug,0
1995,ZH,fps,ZH1995,,ZH95D,3.5,0,,Zürich,1
1999,ZH,fps,ZH1999,,ZH99D,.800000011920929,0,,Zürich,0
2003,ZH,fps,ZH2003,,ZH03D,.0925137996673584,0,,Zürich,0
2007,ZH,fps,ZH2007,,ZH07D,.1000000014901161,0,,Zürich,0
1995,AG,glp,AG1995,,,0,0,,Aargau,0
1999,AG,glp,AG1999,,,0,0,,Aargau,0
2003,AG,glp,AG2003,,,0,0,,Aargau,0
2007,AG,glp,AG2007,,,0,0,,Aargau,0
2011,AG,glp,AG2011,,AG11C,5.699999809265137,0,,Aargau,1
1995,AI,glp,AI1995,,,0,0,,Appenzell I. Rh. ,0
1999,AI,glp,AI1999,,,0,0,,Appenzell I. Rh. ,0
2003,AI,glp,AI2003,,,0,0,,Appenzell I. Rh. ,0
2007,AI,glp,AI2007,,,0,0,,Appenzell I. Rh. ,0
2011,AI,glp,AI2011,,,0,0,,Appenzell I. Rh. ,0
1995,AR,glp,AR1995,,,0,0,,Appenzell A. Rh.,0
1999,AR,glp,AR1999,,,0,0,,Appenzell A. Rh.,0
2003,AR,glp,AR2003,,,0,0,,Appenzell A. Rh.,0
2007,AR,glp,AR2007,,,0,0,,Appenzell A. Rh.,0
2011,AR,glp,AR2011,,,0,0,,Appenzell A. Rh.,0
1995,BE,glp,BE1995,,,0,0,,Bern,0
1999,BE,glp,BE1999,,,0,0,,Bern,0
2003,BE,glp,BE2003,,,0,0,,Bern,0
2007,BE,glp,BE2007,,,0,0,,Bern,0
2011,BE,glp,BE2011,,BE11C,5.300000190734863,1,,Bern,2
1995,BL,glp,BL1995,,,0,0,,Basel-Landschaft ,0
1999,BL,glp,BL1999,,,0,0,,Basel-Landschaft ,0
2003,BL,glp,BL2003,,,0,0,,Basel-Landschaft ,0
2007,BL,glp,BL2007,,,0,0,,Basel-Landschaft ,0
2011,BL,glp,BL2011,,BL11B,5,0,,Basel-Landschaft ,0
1995,BS,glp,BS1995,,,0,0,,Basel-Stadt,0
1999,BS,glp,BS1999,,,0,0,,Basel-Stadt,0
2003,BS,glp,BS2003,,,0,0,,Basel-Stadt,0
2007,BS,glp,BS2007,,,0,0,,Basel-Stadt,0
2011,BS,glp,BS2011,,BS11B,5.800000190734863,0,,Basel-Stadt,0
1995,FR,glp,FR1995,,,0,0,,Freiburg,0
1999,FR,glp,FR1999,,,0,0,,Freiburg,0
2003,FR,glp,FR2003,,,0,0,,Freiburg,0
2007,FR,glp,FR2007,,,0,0,,Freiburg,0
2011,FR,glp,FR2011,,FR11D,3.5,0,,Freiburg,0
1995,GE,glp,GE1995,,,0,0,,Genf,0
1999,GE,glp,GE1999,,,0,0,,Genf,0
2003,GE,glp,GE2003,,,0,0,,Genf,0
2007,GE,glp,GE2007,,,0,0,,Genf,0
2011,GE,glp,GE2011,,GE11B,3.200000047683716,0,,Genf,0
1995,GL,glp,GL1995,,,0,0,,Glarus,0
1999,GL,glp,GL1999,,,0,0,,Glarus,0
2003,GL,glp,GL2003,,,0,0,,Glarus,0
2007,GL,glp,GL2007,,,0,0,,Glarus,0
2011,GL,glp,GL2011,,,0,0,,Glarus,0
1995,GR,glp,GR1995,,,0,0,,Graubünden,0
1999,GR,glp,GR1999,,,0,0,,Graubünden,0
2003,GR,glp,GR2003,,,0,0,,Graubünden,0
2007,GR,glp,GR2007,,,0,0,,Graubünden,0
2011,GR,glp,GR2011,,GR11A,8.300000190734863,1,,Graubünden,1
1995,JU,glp,JU1995,,,0,0,,Jura,0
1999,JU,glp,JU1999,,,0,0,,Jura,0
2003,JU,glp,JU2003,,,0,0,,Jura,0
2007,JU,glp,JU2007,,,0,0,,Jura,0
2011,JU,glp,JU2011,,,0,0,,Jura,0
1995,LU,glp,LU1995,,,0,0,,Luzern,0
1999,LU,glp,LU1999,,,0,0,,Luzern,0
2003,LU,glp,LU2003,,,0,0,,Luzern,0
2007,LU,glp,LU2007,,,0,0,,Luzern,0
2011,LU,glp,LU2011,,LU11C,6.099999904632568,1,,Luzern,1
1995,NE,glp,NE1995,,,0,0,,Neuenburg,0
1999,NE,glp,NE1999,,,0,0,,Neuenburg,0
2003,NE,glp,NE2003,,,0,0,,Neuenburg,0
2007,NE,glp,NE2007,,,0,0,,Neuenburg,0
2011,NE,glp,NE2011,,,0,0,,Neuenburg,0
1995,NW,glp,NW1995,,,0,0,,Nidwalden,0
1999,NW,glp,NW1999,,,0,0,,Nidwalden,0
2003,NW,glp,NW2003,,,0,0,,Nidwalden,0
2007,NW,glp,NW2007,,,0,0,,Nidwalden,0
2011,NW,glp,NW2011,,,0,0,,Nidwalden,0
1995,OW,glp,OW1995,,,0,0,,Obwalden ,0
1999,OW,glp,OW1999,,,0,0,,Obwalden ,0
2003,OW,glp,OW2003,,,0,0,,Obwalden ,0
2007,OW,glp,OW2007,,,0,0,,Obwalden ,0
2011,OW,glp,OW2011,,,0,0,,Obwalden ,0
1995,SG,glp,SG1995,,,0,0,,St. Gallen,0
1999,SG,glp,SG1999,,,0,0,,St. Gallen,0
2003,SG,glp,SG2003,,,0,0,,St. Gallen,0
2007,SG,glp,SG2007,,SG07C,3.099999904632568,0,,St. Gallen,0
2011,SG,glp,SG2011,,SG11D,6,1,,St. Gallen,1
1995,SH,glp,SH1995,,,0,0,,Schaffhausen,0
1999,SH,glp,SH1999,,,0,0,,Schaffhausen,0
2003,SH,glp,SH2003,,,0,0,,Schaffhausen,0
2007,SH,glp,SH2007,,,0,0,,Schaffhausen,0
2011,SH,glp,SH2011,,,0,0,,Schaffhausen,0
1995,SO,glp,SO1995,,,0,0,,Solothurn,0
1999,SO,glp,SO1999,,,0,0,,Solothurn,0
2003,SO,glp,SO2003,,,0,0,,Solothurn,0
2007,SO,glp,SO2007,,,0,0,,Solothurn,0
2011,SO,glp,SO2011,,SO11C,5,0,,Solothurn,0
1995,SZ,glp,SZ1995,,,0,0,,Schwyz,0
1999,SZ,glp,SZ1999,,,0,0,,Schwyz,0
2003,SZ,glp,SZ2003,,,0,0,,Schwyz,0
2007,SZ,glp,SZ2007,,,0,0,,Schwyz,0
2011,SZ,glp,SZ2011,,,0,0,,Schwyz,0
1995,TG,glp,TG1995,,,0,0,,Thurgau,0
1999,TG,glp,TG1999,,,0,0,,Thurgau,0
2003,TG,glp,TG2003,,,0,0,,Thurgau,0
2007,TG,glp,TG2007,,,0,0,,Thurgau,0
2011,TG,glp,TG2011,,TG11B,5.199999809265137,0,,Thurgau,1
1995,TI,glp,TI1995,,,0,0,,Tessin,0
1999,TI,glp,TI1999,,,0,0,,Tessin,0
2003,TI,glp,TI2003,,,0,0,,Tessin,0
2007,TI,glp,TI2007,,,0,0,,Tessin,0
2011,TI,glp,TI2011,,,0,0,,Tessin,0
1995,UR,glp,UR1995,,,0,0,,Uri,0
1999,UR,glp,UR1999,,,0,0,,Uri,0
2003,UR,glp,UR2003,,,0,0,,Uri,0
2007,UR,glp,UR2007,,,0,0,,Uri,0
2011,UR,glp,UR2011,,,0,0,,Uri,0
1995,VD,glp,VD1995,,,0,0,,Waadt,0
1999,VD,glp,VD1999,,,0,0,,Waadt,0
2003,VD,glp,VD2003,,,0,0,,Waadt,0
2007,VD,glp,VD2007,,,0,0,,Waadt,0
2011,VD,glp,VD2011,,VD11C,5.099999904632568,0,,Waadt,1
1995,VS,glp,VS1995,,,0,0,,Wallis,0
1999,VS,glp,VS1999,,,0,0,,Wallis,0
2003,VS,glp,VS2003,,,0,0,,Wallis,0
2007,VS,glp,VS2007,,,0,0,,Wallis,0
2011,VS,glp,VS2011,,,0,0,,Wallis,0
1995,ZG,glp,ZG1995,,,0,0,,Zug,0
1999,ZG,glp,ZG1999,,,0,0,,Zug,0
2003,ZG,glp,ZG2003,,,0,0,,Zug,0
2007,ZG,glp,ZG2007,,,0,0,,Zug,0
2011,ZG,glp,ZG2011,,,6.800000190734863,0,,Zug,0
1995,ZH,glp,ZH1995,,,0,0,,Zürich,0
1999,ZH,glp,ZH1999,,,0,0,,Zürich,0
2003,ZH,glp,ZH2003,,,0,0,,Zürich,0
2007,ZH,glp,ZH2007,,ZH07C,7,1,,Zürich,3
2011,ZH,glp,ZH2011,,ZH11C,11.5,0,,Zürich,4
1995,AG,gps,AG1995,,AG95B,5.300000190734863,0,,Aargau,1
1999,AG,gps,AG1999,,AG99B,4.400000095367432,0,,Aargau,0
2003,AG,gps,AG2003,,AG03C,5.112170219421387,1,,Aargau,1
2007,AG,gps,AG2007,,AG07C,8.100000381469727,0,,Aargau,1
2011,AG,gps,AG2011,,AG11C,7.300000190734863,0,,Aargau,1
1995,AI,gps,AI1995,,,0,0,,Appenzell I. Rh. ,0
1999,AI,gps,AI1999,,,0,0,,Appenzell I. Rh. ,0
2003,AI,gps,AI2003,,,0,0,,Appenzell I. Rh. ,0
2007,AI,gps,AI2007,,,0,0,,Appenzell I. Rh. ,0
2011,AI,gps,AI2011,,,0,0,,Appenzell I. Rh. ,0
1995,AR,gps,AR1995,,,0,0,,Appenzell A. Rh.,0
1999,AR,gps,AR1999,,,0,0,,Appenzell A. Rh.,0
2003,AR,gps,AR2003,,,0,0,,Appenzell A. Rh.,0
2007,AR,gps,AR2007,,,0,0,,Appenzell A. Rh.,0
2011,AR,gps,AR2011,,,6.400000095367432,0,,Appenzell A. Rh.,0
1995,BE,gps,BE1995,,BE95C,5.900000095367432,-1,,Bern,1
1999,BE,gps,BE1999,,BE99C,7.5,0,,Bern,1
2003,BE,gps,BE2003,,BE03C,9.268068313598633,0,,Bern,2
2007,BE,gps,BE2007,,BE07B,12.89999961853027,0,,Bern,3
2011,BE,gps,BE2011,,BE11B,9.399999618530273,0,,Bern,3
1995,BL,gps,BL1995,,BL95C,9.5,0,,Basel-Landschaft ,1
1999,BL,gps,BL1999,,BL99B,9.199999809265137,1,,Basel-Landschaft ,1
2003,BL,gps,BL2003,,BL03B,12.57587051391602,0,,Basel-Landschaft ,1
2007,BL,gps,BL2007,,BL07B,13.80000019073486,0,,Basel-Landschaft ,1
2011,BL,gps,BL2011,,BL11A,13.60000038146973,0,,Basel-Landschaft ,1
1995,BS,gps,BS1995,,BS95B,5.599999904632568,0,,Basel-Stadt,0
1999,BS,gps,BS1999,,BS99B,8.699999809265137,0,,Basel-Stadt,0
2003,BS,gps,BS2003,,BS03B,9.21340274810791,0,,Basel-Stadt,0
2007,BS,gps,BS2007,,BS07B,12.10000038146973,0,,Basel-Stadt,1
2011,BS,gps,BS2011,,BS11C,13.39999961853027,-1,,Basel-Stadt,0
1995,FR,gps,FR1995,,FR95B,2.299999952316284,0,,Freiburg,0
1999,FR,gps,FR1999,,,0,0,,Freiburg,0
2003,FR,gps,FR2003,,FR03B,4.019760608673096,0,,Freiburg,0
2007,FR,gps,FR2007,,FR07B,6.300000190734863,0,,Freiburg,0
2011,FR,gps,FR2011,,FR11A,5,0,,Freiburg,0
1995,GE,gps,GE1995,,GE95B,5.599999904632568,0,,Genf,0
1999,GE,gps,GE1999,,GE99B,8.199999809265137,0,,Genf,1
2003,GE,gps,GE2003,,GE03B,11.21884250640869,0,,Genf,1
2007,GE,gps,GE2007,,GE07B,16.39999961853027,0,,Genf,2
2011,GE,gps,GE2011,,GE11A,14,0,,Genf,2
1995,GL,gps,GL1995,,,0,0,,Glarus,0
1999,GL,gps,GL1999,,,0,0,,Glarus,0
2003,GL,gps,GL2003,,,0,0,,Glarus,0
2007,GL,gps,GL2007,,,0,0,,Glarus,0
2011,GL,gps,GL2011,,,0,0,,Glarus,0
1995,GR,gps,GR1995,,GR95B,3.5,0,,Graubünden,0
1999,GR,gps,GR1999,,,0,0,,Graubünden,0
2003,GR,gps,GR2003,,,0,0,,Graubünden,0
2007,GR,gps,GR2007,,,0,0,,Graubünden,0
2011,GR,gps,GR2011,,GR11A,2.200000047683716,0,,Graubünden,0
1995,JU,gps,JU1995,,,0,0,,Jura,0
1999,JU,gps,JU1999,,,0,0,,Jura,0
2003,JU,gps,JU2003,,,0,0,,Jura,0
2007,JU,gps,JU2007,,,0,0,,Jura,0
2011,JU,gps,JU2011,,JU11A,11,0,,Jura,0
1995,LU,gps,LU1995,,LU95A,8.100000381469727,0,,Luzern,1
1999,LU,gps,LU1999,,LU99C,8,0,,Luzern,1
2003,LU,gps,LU2003,,LU03C,9.777997970581055,0,,Luzern,1
2007,LU,gps,LU2007,,LU07A,9,0,,Luzern,1
2011,LU,gps,LU2011,,LU11B,8.300000190734863,0,,Luzern,1
1995,NE,gps,NE1995,,NE95B,5.900000095367432,0,,Neuenburg,0
1999,NE,gps,NE1999,,NE99B,14.69999980926514,0,,Neuenburg,1
2003,NE,gps,NE2003,,NE03B,13.82546710968018,1,,Neuenburg,1
2007,NE,gps,NE2007,,NE07B,9.399999618530273,1,,Neuenburg,1
2011,NE,gps,NE2011,,NE11B,11.69999980926514,1,,Neuenburg,1
1995,NW,gps,NW1995,,,0,0,,Nidwalden,0
1999,NW,gps,NW1999,,,0,0,,Nidwalden,0
2003,NW,gps,NW2003,,,0,0,,Nidwalden,0
2007,NW,gps,NW2007,,,0,0,,Nidwalden,0
2011,NW,gps,NW2011,,,19.60000038146973,0,,Nidwalden,0
1995,OW,gps,OW1995,,,0,0,,Obwalden ,0
1999,OW,gps,OW1999,,,0,0,,Obwalden ,0
2003,OW,gps,OW2003,,,0,0,,Obwalden ,0
2007,OW,gps,OW2007,,,0,0,,Obwalden ,0
2011,OW,gps,OW2011,,,0,0,,Obwalden ,0
1995,SG,gps,SG1995,,SG95C,4.900000095367432,1,,St. Gallen,1
1999,SG,gps,SG1999,,SG99B,4,1,,St. Gallen,1
2003,SG,gps,SG2003,,SG03C,7.062699317932129,0,,St. Gallen,1
2007,SG,gps,SG2007,,SG07C,6.400000095367432,1,,St. Gallen,1
2011,SG,gps,SG2011,,SG11C,6.400000095367432,0,,St. Gallen,1
1995,SH,gps,SH1995,,,0,0,,Schaffhausen,0
1999,SH,gps,SH1999,,,0,0,,Schaffhausen,0
2003,SH,gps,SH2003,,,0,0,,Schaffhausen,0
2007,SH,gps,SH2007,,,0,0,,Schaffhausen,0
2011,SH,gps,SH2011,,,0,0,,Schaffhausen,0
1995,SO,gps,SO1995,,SO95A,5.800000190734863,0,,Solothurn,0
1999,SO,gps,SO1999,,SO99C,4.900000095367432,0,,Solothurn,0
2003,SO,gps,SO2003,,SO03C,5.990871429443359,0,,Solothurn,0
2007,SO,gps,SO2007,,SO07A,10,1,,Solothurn,1
2011,SO,gps,SO2011,,SO11D,7.5,0,,Solothurn,0
1995,SZ,gps,SZ1995,,,0,0,,Schwyz,0
1999,SZ,gps,SZ1999,,,0,0,,Schwyz,0
2003,SZ,gps,SZ2003,,,0,0,,Schwyz,0
2007,SZ,gps,SZ2007,,SZ07A,3.400000095367432,0,,Schwyz,0
2011,SZ,gps,SZ2011,,SZ11A,2,0,,Schwyz,0
1995,TG,gps,TG1995,,TG95B,9.300000190734863,-1,,Thurgau,0
1999,TG,gps,TG1999,,TG99B,6.199999809265137,0,,Thurgau,0
2003,TG,gps,TG2003,,TG03C,7.927601337432861,0,,Thurgau,0
2007,TG,gps,TG2007,,TG07C,10.19999980926514,0,,Thurgau,0
2011,TG,gps,TG2011,,TG11A,7,0,,Thurgau,0
1995,TI,gps,TI1995,,TI95A,1.700000047683716,0,,Tessin,0
1999,TI,gps,TI1999,,TI99A,1.399999976158142,0,,Tessin,0
2003,TI,gps,TI2003,,TI03A,2.968527555465698,0,,Tessin,0
2007,TI,gps,TI2007,,TI07C,4.800000190734863,0,,Tessin,0
2011,TI,gps,TI2011,,,6.699999809265137,0,,Tessin,0
1995,UR,gps,UR1995,,,0,0,,Uri,0
1999,UR,gps,UR1999,,,0,0,,Uri,0
2003,UR,gps,UR2003,,,30.60998153686523,0,,Uri,0
2007,UR,gps,UR2007,,,0,0,,Uri,0
2011,UR,gps,UR2011,,,0,0,,Uri,0
1995,VD,gps,VD1995,,VD95B,4.099999904632568,1,,Waadt,1
1999,VD,gps,VD1999,,VD99B,7.099999904632568,0,,Waadt,1
2003,VD,gps,VD2003,,VD03B,11.31223964691162,0,,Waadt,2
2007,VD,gps,VD2007,,VD07C,14.30000019073486,0,,Waadt,3
2011,VD,gps,VD2011,,VD11A,11.60000038146973,0,,Waadt,2
1995,VS,gps,VS1995,,VS95C,1.299999952316284,0,,Wallis,0
1999,VS,gps,VS1999,,VS99D,2.099999904632568,0,,Wallis,0
2003,VS,gps,VS2003,,VS03D,2.595131158828735,0,,Wallis,0
2007,VS,gps,VS2007,,VS07C,3.900000095367432,0,,Wallis,0
2011,VS,gps,VS2011,,VS11A,5,0,,Wallis,0
1995,ZG,gps,ZG1995,,,0,0,,Zug,0
1999,ZG,gps,ZG1999,,,0,0,,Zug,0
2003,ZG,gps,ZG2003,,,0,0,,Zug,0
2007,ZG,gps,ZG2007,,ZG07A,17,1,,Zug,1
2011,ZG,gps,ZG2011,,ZG11A,15.39999961853027,0,,Zug,0
1995,ZH,gps,ZH1995,,ZH95C,6.5,0,,Zürich,2
1999,ZH,gps,ZH1999,,ZH99C,4.099999904632568,0,,Zürich,1
2003,ZH,gps,ZH2003,,ZH03B,8.46779727935791,0,,Zürich,3
2007,ZH,gps,ZH2007,,ZH07B,10.39999961853027,0,,Zürich,4
2011,ZH,gps,ZH2011,,ZH11B,8.399999618530273,0,,Zürich,3
1995,AG,ldu,AG1995,,AG95C,3.299999952316284,1,,Aargau,1
1999,AG,ldu,AG1999,,AG99C,2,0,,Aargau,0
2003,AG,ldu,AG2003,,,0,0,,Aargau,0
2007,AG,ldu,AG2007,,,0,0,,Aargau,0
1995,AI,ldu,AI1995,,,0,0,,Appenzell I. Rh. ,0
1999,AI,ldu,AI1999,,,0,0,,Appenzell I. Rh. ,0
2003,AI,ldu,AI2003,,,0,0,,Appenzell I. Rh. ,0
2007,AI,ldu,AI2007,,,0,0,,Appenzell I. Rh. ,0
1995,AR,ldu,AR1995,,,0,0,,Appenzell A. Rh.,0
1999,AR,ldu,AR1999,,,0,0,,Appenzell A. Rh.,0
2003,AR,ldu,AR2003,,,0,0,,Appenzell A. Rh.,0
2007,AR,ldu,AR2007,,,0,0,,Appenzell A. Rh.,0
1995,BE,ldu,BE1995,,BE95C,1.899999976158142,0,,Bern,0
1999,BE,ldu,BE1999,,BE99B,.800000011920929,0,,Bern,0
2003,BE,ldu,BE2003,,,0,0,,Bern,0
2007,BE,ldu,BE2007,,,0,0,,Bern,0
1995,BL,ldu,BL1995,,,1.299999952316284,0,,Basel-Landschaft ,0
1999,BL,ldu,BL1999,,,0,0,,Basel-Landschaft ,0
2003,BL,ldu,BL2003,,,0,0,,Basel-Landschaft ,0
2007,BL,ldu,BL2007,,,0,0,,Basel-Landschaft ,0
1995,BS,ldu,BS1995,,,0,0,,Basel-Stadt,0
1999,BS,ldu,BS1999,,,0,0,,Basel-Stadt,0
2003,BS,ldu,BS2003,,,0,0,,Basel-Stadt,0
2007,BS,ldu,BS2007,,,0,0,,Basel-Stadt,0
1995,FR,ldu,FR1995,,,0,0,,Freiburg,0
1999,FR,ldu,FR1999,,,0,0,,Freiburg,0
2003,FR,ldu,FR2003,,,0,0,,Freiburg,0
2007,FR,ldu,FR2007,,,0,0,,Freiburg,0
1995,GE,ldu,GE1995,,,0,0,,Genf,0
1999,GE,ldu,GE1999,,,0,0,,Genf,0
2003,GE,ldu,GE2003,,,0,0,,Genf,0
2007,GE,ldu,GE2007,,,0,0,,Genf,0
1995,GL,ldu,GL1995,,,0,0,,Glarus,0
1999,GL,ldu,GL1999,,,0,0,,Glarus,0
2003,GL,ldu,GL2003,,,0,0,,Glarus,0
2007,GL,ldu,GL2007,,,0,0,,Glarus,0
1995,GR,ldu,GR1995,,,1.100000023841858,0,,Graubünden,0
1999,GR,ldu,GR1999,,,0,0,,Graubünden,0
2003,GR,ldu,GR2003,,,0,0,,Graubünden,0
2007,GR,ldu,GR2007,,,0,0,,Graubünden,0
1995,JU,ldu,JU1995,,,0,0,,Jura,0
1999,JU,ldu,JU1999,,,0,0,,Jura,0
2003,JU,ldu,JU2003,,,0,0,,Jura,0
2007,JU,ldu,JU2007,,,0,0,,Jura,0
1995,LU,ldu,LU1995,,,0,0,,Luzern,0
1999,LU,ldu,LU1999,,,0,0,,Luzern,0
2003,LU,ldu,LU2003,,,0,0,,Luzern,0
2007,LU,ldu,LU2007,,,0,0,,Luzern,0
1995,NE,ldu,NE1995,,,0,0,,Neuenburg,0
1999,NE,ldu,NE1999,,,0,0,,Neuenburg,0
2003,NE,ldu,NE2003,,,0,0,,Neuenburg,0
2007,NE,ldu,NE2007,,,0,0,,Neuenburg,0
1995,NW,ldu,NW1995,,,0,0,,Nidwalden,0
1999,NW,ldu,NW1999,,,0,0,,Nidwalden,0
2003,NW,ldu,NW2003,,,0,0,,Nidwalden,0
2007,NW,ldu,NW2007,,,0,0,,Nidwalden,0
1995,OW,ldu,OW1995,,,0,0,,Obwalden ,0
1999,OW,ldu,OW1999,,,0,0,,Obwalden ,0
2003,OW,ldu,OW2003,,,0,0,,Obwalden ,0
2007,OW,ldu,OW2007,,,0,0,,Obwalden ,0
1995,SG,ldu,SG1995,,SG95C,4.099999904632568,0,,St. Gallen,0
1999,SG,ldu,SG1999,,SG99B,1.899999976158142,0,,St. Gallen,0
2003,SG,ldu,SG2003,,,0,0,,St. Gallen,0
2007,SG,ldu,SG2007,,,0,0,,St. Gallen,0
1995,SH,ldu,SH1995,,,0,0,,Schaffhausen,0
1999,SH,ldu,SH1999,,,0,0,,Schaffhausen,0
2003,SH,ldu,SH2003,,,0,0,,Schaffhausen,0
2007,SH,ldu,SH2007,,,0,0,,Schaffhausen,0
1995,SO,ldu,SO1995,,SO95A,1.600000023841858,0,,Solothurn,0
1999,SO,ldu,SO1999,,,0,0,,Solothurn,0
2003,SO,ldu,SO2003,,,0,0,,Solothurn,0
2007,SO,ldu,SO2007,,,0,0,,Solothurn,0
1995,SZ,ldu,SZ1995,,,0,0,,Schwyz,0
1999,SZ,ldu,SZ1999,,,0,0,,Schwyz,0
2003,SZ,ldu,SZ2003,,,0,0,,Schwyz,0
2007,SZ,ldu,SZ2007,,,0,0,,Schwyz,0
1995,TG,ldu,TG1995,,,0,0,,Thurgau,0
1999,TG,ldu,TG1999,,,0,0,,Thurgau,0
2003,TG,ldu,TG2003,,,0,0,,Thurgau,0
2007,TG,ldu,TG2007,,,0,0,,Thurgau,0
1995,TI,ldu,TI1995,,,0,0,,Tessin,0
1999,TI,ldu,TI1999,,,0,0,,Tessin,0
2003,TI,ldu,TI2003,,,0,0,,Tessin,0
2007,TI,ldu,TI2007,,,0,0,,Tessin,0
1995,UR,ldu,UR1995,,,0,0,,Uri,0
1999,UR,ldu,UR1999,,,0,0,,Uri,0
2003,UR,ldu,UR2003,,,0,0,,Uri,0
2007,UR,ldu,UR2007,,,0,0,,Uri,0
1995,VD,ldu,VD1995,,,0,0,,Waadt,0
1999,VD,ldu,VD1999,,,0,0,,Waadt,0
2003,VD,ldu,VD2003,,,0,0,,Waadt,0
2007,VD,ldu,VD2007,,,0,0,,Waadt,0
1995,VS,ldu,VS1995,,,0,0,,Wallis,0
1999,VS,ldu,VS1999,,,0,0,,Wallis,0
2003,VS,ldu,VS2003,,,0,0,,Wallis,0
2007,VS,ldu,VS2007,,,0,0,,Wallis,0
1995,ZG,ldu,ZG1995,,,0,0,,Zug,0
1999,ZG,ldu,ZG1999,,,0,0,,Zug,0
2003,ZG,ldu,ZG2003,,,0,0,,Zug,0
2007,ZG,ldu,ZG2007,,,0,0,,Zug,0
1995,ZH,ldu,ZH1995,,ZH95B,5.300000190734863,0,,Zürich,2
1999,ZH,ldu,ZH1999,,ZH99B,2.099999904632568,1,,Zürich,1
2003,ZH,ldu,ZH2003,,,0,0,,Zürich,0
2007,ZH,ldu,ZH2007,,,0,0,,Zürich,0
1995,AG,lega,AG1995,,,0,0,,Aargau,0
1999,AG,lega,AG1999,,,0,0,,Aargau,0
2003,AG,lega,AG2003,,,0,0,,Aargau,0
2007,AG,lega,AG2007,,,0,0,,Aargau,0
2011,AG,lega,AG2011,,,0,0,,Aargau,0
1995,AI,lega,AI1995,,,0,0,,Appenzell I. Rh. ,0
1999,AI,lega,AI1999,,,0,0,,Appenzell I. Rh. ,0
2003,AI,lega,AI2003,,,0,0,,Appenzell I. Rh. ,0
2007,AI,lega,AI2007,,,0,0,,Appenzell I. Rh. ,0
2011,AI,lega,AI2011,,,0,0,,Appenzell I. Rh. ,0
1995,AR,lega,AR1995,,,0,0,,Appenzell A. Rh.,0
1999,AR,lega,AR1999,,,0,0,,Appenzell A. Rh.,0
2003,AR,lega,AR2003,,,0,0,,Appenzell A. Rh.,0
